"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.434387552E1,-6.112500191E0,-3.300000191E0,-5.392500305E1,5.437056753E1
3.435387552E1,-6.168750286E0,-3.262500048E0,-5.368125153E1,5.413293038E1
3.436387552E1,-6.093750477E0,-3.150000095E0,-5.371875381E1,5.415497029E1
3.437387552E1,-6.187500477E0,-3.318750143E0,-5.360625076E1,5.406412291E1
3.438387552E1,-6.000000000E0,-3.206250191E0,-5.381250381E1,5.424081127E1
3.439387552E1,-6.487500191E0,-2.906250000E0,-5.385000229E1,5.431718599E1
3.440387552E1,-6.581250191E0,-2.943750143E0,-5.341875076E1,5.390307461E1
3.441387552E1,-6.093750477E0,-2.550000191E0,-5.360625076E1,5.401172481E1
3.442387552E1,-5.906250000E0,-2.531250000E0,-5.356875229E1,5.395277785E1
3.443387552E1,-5.475000381E0,-2.268750191E0,-5.349375153E1,5.382103965E1
3.444387552E1,-5.381250381E0,-2.268750191E0,-5.345625305E1,5.377430681E1
3.445387552E1,-5.325000286E0,-1.875000119E0,-5.356875229E1,5.386541075E1
3.446387552E1,-5.118750095E0,-1.668750048E0,-5.368125153E1,5.395056158E1
3.447387552E1,-4.856250286E0,-1.931250095E0,-5.323125076E1,5.348718493E1
3.448387552E1,-4.500000000E0,-1.893750072E0,-5.353125381E1,5.375343174E1
3.449387552E1,-4.781250000E0,-2.006250143E0,-5.364375305E1,5.389376247E1
3.450387552E1,-4.912500381E0,-2.231250048E0,-5.364375305E1,5.391440789E1
3.451387552E1,-5.175000191E0,-2.268750191E0,-5.405625153E1,5.435076985E1
3.452387552E1,-5.437500000E0,-2.268750191E0,-5.409375381E1,5.441367324E1
3.453387552E1,-5.193750381E0,-2.325000048E0,-5.396250153E1,5.426170140E1
3.454387552E1,-5.475000381E0,-2.231250048E0,-5.403750229E1,5.435996468E1
3.455387552E1,-5.381250381E0,-1.875000119E0,-5.426250076E1,5.456090606E1
3.456387552E1,-5.381250381E0,-1.818750024E0,-5.452500153E1,5.482008299E1
3.457387552E1,-5.250000000E0,-1.818750024E0,-5.424375153E1,5.452756121E1
3.458387552E1,-4.856250286E0,-1.762500048E0,-5.435625076E1,5.460120484E1
3.459387552E1,-4.987500191E0,-2.025000095E0,-5.452500153E1,5.479006821E1
3.460387552E1,-4.856250286E0,-2.006250143E0,-5.441250229E1,5.466560721E1
3.461387552E1,-5.062500000E0,-2.231250048E0,-5.439375305E1,5.467437932E1
3.462387552E1,-5.006250381E0,-2.493750095E0,-5.394375229E1,5.423292121E1
3.463387552E1,-5.025000095E0,-2.662500143E0,-5.405625153E1,5.435455696E1
3.464387552E1,-5.343750000E0,-2.850000143E0,-5.413125229E1,5.446898787E1
3.465387552E1,-5.512500286E0,-2.868750095E0,-5.409375381E1,5.444953249E1
3.466387552E1,-5.512500286E0,-2.812500000E0,-5.418750381E1,5.453974134E1
3.467387552E1,-5.606250286E0,-2.868750095E0,-5.373750305E1,5.410525856E1
3.468387552E1,-5.662500381E0,-2.962500095E0,-5.385000229E1,5.422788087E1
3.469387552E1,-6.000000000E0,-3.075000048E0,-5.383125305E1,5.425181500E1
3.470387552E1,-6.731250286E0,-2.962500095E0,-5.405625153E1,5.455423417E1
3.471387552E1,-6.843750477E0,-3.375000238E0,-5.379375076E1,5.433226636E1
3.472387552E1,-6.825000286E0,-3.412500143E0,-5.347500229E1,5.401667942E1
3.473387552E1,-6.262500286E0,-3.168750048E0,-5.353125381E1,5.398939731E1
3.474387552E1,-5.831250191E0,-2.906250000E0,-5.336250305E1,5.375878068E1
3.475387552E1,-5.625000000E0,-2.662500143E0,-5.319375229E1,5.355655716E1
3.476387552E1,-5.943750381E0,-2.812500000E0,-5.315625381E1,5.356141937E1
3.477387552E1,-5.868750095E0,-2.925000191E0,-5.326875305E1,5.367082919E1
3.478387552E1,-4.931250095E0,-3.037500143E0,-5.338125229E1,5.369452235E1
3.479387552E1,-5.212500095E0,-3.225000143E0,-5.366250229E1,5.401143337E1
3.480387552E1,-5.306250095E0,-3.187500238E0,-5.340000153E1,5.375757259E1
3.481387552E1,-5.831250191E0,-3.731250048E0,-5.351250076E1,5.395844182E1
3.482387552E1,-6.356250286E0,-4.181250095E0,-5.356875229E1,5.410633966E1
3.483387552E1,-6.337500095E0,-4.181250095E0,-5.401875305E1,5.454972448E1
3.484387552E1,-6.225000381E0,-4.462500095E0,-5.396250153E1,5.450335868E1
3.485387552E1,-5.812500000E0,-4.256250381E0,-5.373750305E1,5.421826314E1
3.486387552E1,-5.587500095E0,-3.975000143E0,-5.386875153E1,5.430343612E1
3.487387552E1,-5.231250286E0,-3.562500238E0,-5.334375381E1,5.371790631E1
3.488387552E1,-5.043750286E0,-3.468750238E0,-5.351250076E1,5.386148330E1
3.489387552E1,-5.268750191E0,-3.300000191E0,-5.371875381E1,5.407729876E1
3.490387552E1,-5.568750381E0,-3.356250048E0,-5.362500381E1,5.401774180E1
3.491387552E1,-5.756250381E0,-3.412500143E0,-5.326875305E1,5.368742523E1
3.492387552E1,-5.700000286E0,-3.243750095E0,-5.304375076E1,5.344765115E1
3.493387552E1,-5.756250381E0,-3.037500143E0,-5.315625381E1,5.355322722E1
3.494387552E1,-6.056250095E0,-3.300000191E0,-5.295000076E1,5.339729157E1
3.495387552E1,-6.018750191E0,-3.300000191E0,-5.334375381E1,5.378356093E1
3.496387552E1,-6.356250286E0,-3.618750095E0,-5.353125381E1,5.402862579E1
3.497387552E1,-6.243750095E0,-3.825000048E0,-5.300625229E1,5.350960495E1
3.498387552E1,-5.943750381E0,-3.356250048E0,-5.287500381E1,5.331377506E1
3.499387552E1,-5.756250381E0,-3.318750143E0,-5.285625076E1,5.327224198E1
3.500387552E1,-5.700000286E0,-3.018750191E0,-5.274375153E1,5.313667454E1
3.501387552E1,-6.450000286E0,-3.281250238E0,-5.261250305E1,5.310785803E1
3.502387552E1,-6.937500477E0,-3.131250143E0,-5.229375076E1,5.284477277E1
3.503387552E1,-7.106250286E0,-3.018750191E0,-5.210625076E1,5.267516506E1
3.504387552E1,-7.106250286E0,-2.793750048E0,-5.154375076E1,5.210625754E1
3.505387552E1,-6.975000381E0,-2.437500000E0,-5.158125305E1,5.210775089E1
3.506387552E1,-6.993750095E0,-2.512500048E0,-5.180625153E1,5.233653498E1
3.507387552E1,-6.806250095E0,-2.700000048E0,-5.184375381E1,5.235828349E1
3.508387552E1,-6.731250286E0,-2.625000000E0,-5.250000381E1,5.299481820E1
3.509387552E1,-5.831250191E0,-2.550000191E0,-5.250000381E1,5.288436801E1
3.510387552E1,-4.762500286E0,-2.381250143E0,-5.285625076E1,5.312377063E1
3.511387552E1,-4.575000286E0,-2.437500000E0,-5.302500153E1,5.327778919E1
3.512387552E1,-4.256250381E0,-2.456250191E0,-5.338125229E1,5.360696716E1
3.513387552E1,-3.825000048E0,-2.325000048E0,-5.375625229E1,5.394229241E1
3.514387552E1,-3.450000048E0,-2.268750191E0,-5.349375153E1,5.365287672E1
3.515387552E1,-3.506250143E0,-2.250000000E0,-5.366250229E1,5.382397646E1
3.516387552E1,-3.712500095E0,-2.550000191E0,-5.332500076E1,5.351486583E1
3.517387552E1,-3.431250095E0,-2.437500000E0,-5.345625305E1,5.362169219E1
3.518387552E1,-3.543750048E0,-2.475000143E0,-5.338125229E1,5.355596966E1
3.519387552E1,-3.450000048E0,-2.437500000E0,-5.325000381E1,5.341728946E1
3.520387552E1,-3.112500191E0,-2.381250143E0,-5.311875153E1,5.326311832E1
3.521387552E1,-3.318750143E0,-2.681250095E0,-5.304375076E1,5.321506083E1
3.522387552E1,-3.431250095E0,-2.868750095E0,-5.326875305E1,5.345618071E1
3.523387552E1,-3.375000238E0,-2.812500000E0,-5.289375305E1,5.307588807E1
3.524387552E1,-3.131250143E0,-2.850000143E0,-5.263125229E1,5.280128735E1
3.525387552E1,-3.375000238E0,-2.812500000E0,-5.261250305E1,5.279560834E1
3.526387552E1,-3.731250048E0,-2.943750143E0,-5.278125381E1,5.299479829E1
3.527387552E1,-4.012500286E0,-3.168750048E0,-5.311875153E1,5.336424739E1
3.528387552E1,-4.425000191E0,-3.225000143E0,-5.341875076E1,5.369864231E1
3.529387552E1,-4.668750286E0,-3.056250095E0,-5.311875153E1,5.341104434E1
3.530387552E1,-4.593750000E0,-2.943750143E0,-5.317500305E1,5.345417807E1
3.531387552E1,-4.800000191E0,-3.018750191E0,-5.334375381E1,5.364428139E1
3.532387552E1,-4.800000191E0,-2.868750095E0,-5.356875229E1,5.385982687E1
3.533387552E1,-4.912500381E0,-2.868750095E0,-5.386875153E1,5.416830049E1
3.534387552E1,-4.950000286E0,-2.887500048E0,-5.355000305E1,5.385576094E1
3.535387552E1,-5.006250381E0,-2.718750000E0,-5.321250153E1,5.351658120E1
3.536387552E1,-4.593750000E0,-2.550000191E0,-5.296875381E1,5.322869452E1
3.537387552E1,-4.181250095E0,-2.400000095E0,-5.332500076E1,5.354249302E1
3.538387552E1,-4.537500381E0,-2.700000048E0,-5.296875381E1,5.323126704E1
3.539387552E1,-4.518750191E0,-2.643750191E0,-5.338125229E1,5.363736211E1
3.540387552E1,-4.668750286E0,-2.437500000E0,-5.343750381E1,5.369641934E1
3.541387552E1,-4.368750095E0,-2.475000143E0,-5.313750076E1,5.337420342E1
3.542387552E1,-4.256250381E0,-2.437500000E0,-5.328750229E1,5.351275524E1
3.543387552E1,-4.106250286E0,-2.681250095E0,-5.338125229E1,5.360604900E1
3.544387552E1,-4.237500191E0,-2.456250191E0,-5.351250076E1,5.373618251E1
3.545387552E1,-4.406250000E0,-2.531250000E0,-5.328750229E1,5.352924589E1
3.546387552E1,-4.143750191E0,-2.156250000E0,-5.351250076E1,5.371599220E1
3.547387552E1,-4.237500191E0,-1.968750119E0,-5.323125076E1,5.343592839E1
3.548387552E1,-3.825000048E0,-1.987500072E0,-5.308125305E1,5.325598753E1
3.549387552E1,-3.787500143E0,-1.837500095E0,-5.323125076E1,5.339744958E1
3.550387552E1,-3.937500238E0,-1.856250048E0,-5.300625229E1,5.318470038E1
3.551387552E1,-3.731250048E0,-1.800000072E0,-5.310000229E1,5.326136001E1
3.552387552E1,-3.675000191E0,-1.893750072E0,-5.313750076E1,5.329808536E1
3.553387552E1,-3.468750238E0,-1.912500024E0,-5.328750229E1,5.343451866E1
3.554387552E1,-3.562500238E0,-2.118750095E0,-5.315625381E1,5.331761275E1
3.555387552E1,-3.675000191E0,-2.212500095E0,-5.295000076E1,5.312347281E1
3.556387552E1,-3.600000143E0,-2.212500095E0,-5.332500076E1,5.349215703E1
3.557387552E1,-3.843750238E0,-2.606250048E0,-5.349375153E1,5.369495700E1
3.558387552E1,-3.768750191E0,-2.887500048E0,-5.345625305E1,5.366667611E1
3.559387552E1,-4.181250095E0,-2.812500000E0,-5.341875076E1,5.365590314E1
3.560387552E1,-4.687500000E0,-3.075000048E0,-5.332500076E1,5.361887716E1
3.561387552E1,-4.837500095E0,-2.962500095E0,-5.317500305E1,5.347671235E1
3.562387552E1,-4.837500095E0,-3.187500238E0,-5.356875229E1,5.388109860E1
3.563387552E1,-4.743750095E0,-3.393750191E0,-5.362500381E1,5.394128048E1
3.564387552E1,-5.175000191E0,-3.562500238E0,-5.338125229E1,5.374969889E1
3.565387552E1,-5.775000095E0,-3.862500191E0,-5.291250229E1,5.336667904E1
3.566387552E1,-5.981250286E0,-3.581250191E0,-5.328750229E1,5.374159105E1
3.567387552E1,-5.681250095E0,-3.693750143E0,-5.358750153E1,5.401426397E1
3.568387552E1,-5.306250095E0,-3.581250191E0,-5.355000305E1,5.393129398E1
3.569387552E1,-5.250000000E0,-3.656250238E0,-5.370000076E1,5.407976283E1
3.570387552E1,-5.343750000E0,-3.656250238E0,-5.347500229E1,5.386557063E1
3.571387552E1,-5.175000191E0,-3.562500238E0,-5.358750153E1,5.395453970E1
3.572387552E1,-4.931250095E0,-3.712500095E0,-5.377500153E1,5.412809505E1
3.573387552E1,-4.106250286E0,-3.150000095E0,-5.377500153E1,5.402346325E1
3.574387552E1,-4.050000191E0,-3.243750095E0,-5.386875153E1,5.411808207E1
3.575387552E1,-4.462500095E0,-3.225000143E0,-5.306250381E1,5.334738835E1
3.576387552E1,-4.481250286E0,-3.243750095E0,-5.308125305E1,5.336874501E1
3.577387552E1,-4.687500000E0,-3.543750048E0,-5.302500153E1,5.334961675E1
3.578387552E1,-4.500000000E0,-3.300000191E0,-5.293125153E1,5.322459384E1
3.579387552E1,-4.368750095E0,-3.300000191E0,-5.310000229E1,5.338151573E1
3.580387552E1,-4.593750000E0,-3.112500191E0,-5.311875153E1,5.340778932E1
3.581387552E1,-4.500000000E0,-3.000000000E0,-5.336250305E1,5.363587169E1
3.582387552E1,-4.481250286E0,-2.981250048E0,-5.306250381E1,5.333478009E1
3.583387552E1,-3.975000143E0,-2.831250191E0,-5.345625305E1,5.367855805E1
3.584387552E1,-3.825000048E0,-2.812500000E0,-5.345625305E1,5.366667282E1
3.585387552E1,-3.787500143E0,-2.531250000E0,-5.311875153E1,5.331373320E1
3.586387552E1,-3.675000191E0,-2.325000048E0,-5.328750229E1,5.346465329E1
3.587387552E1,-4.050000191E0,-2.437500000E0,-5.308125305E1,5.329130636E1
3.588387552E1,-3.712500095E0,-2.400000095E0,-5.274375153E1,5.292868771E1
3.589387552E1,-3.825000048E0,-2.493750095E0,-5.272500229E1,5.292235143E1
3.590387552E1,-3.693750143E0,-2.493750095E0,-5.265000153E1,5.283829331E1
3.591387552E1,-3.750000238E0,-2.381250143E0,-5.274375153E1,5.293048440E1
3.592387552E1,-3.843750238E0,-2.531250000E0,-5.265000153E1,5.285077391E1
3.593387552E1,-3.562500238E0,-2.437500000E0,-5.313750076E1,5.331253888E1
3.594387552E1,-3.675000191E0,-2.381250143E0,-5.308125305E1,5.326157531E1
3.595387552E1,-3.393750191E0,-2.156250000E0,-5.302500153E1,5.317722954E1
3.596387552E1,-3.431250095E0,-1.931250095E0,-5.289375305E1,5.304010102E1
3.597387552E1,-3.806250095E0,-2.231250048E0,-5.251875305E1,5.270375166E1
3.598387552E1,-4.012500286E0,-2.025000095E0,-5.259375381E1,5.278544993E1
3.599387552E1,-4.237500191E0,-2.006250143E0,-5.287500381E1,5.308245921E1
3.600387552E1,-4.162500381E0,-1.762500048E0,-5.293125153E1,5.312391367E1
3.601387552E1,-4.218750000E0,-1.893750072E0,-5.261250305E1,5.281533507E1
3.602387552E1,-4.181250095E0,-2.156250000E0,-5.263125229E1,5.284109181E1
3.603387552E1,-3.993750095E0,-2.231250048E0,-5.285625076E1,5.305385718E1
3.604387552E1,-4.050000191E0,-2.737500191E0,-5.334375381E1,5.356727060E1
3.605387552E1,-3.618750095E0,-2.456250191E0,-5.373750305E1,5.391519036E1
3.606387552E1,-3.093750238E0,-2.381250143E0,-5.385000229E1,5.399133624E1
3.607387552E1,-3.337500095E0,-2.718750000E0,-5.341875076E1,5.359191582E1
3.608387552E1,-3.206250191E0,-2.831250191E0,-5.330625153E1,5.347758848E1
3.609387552E1,-3.262500048E0,-2.887500048E0,-5.340000153E1,5.357743673E1
3.610387552E1,-3.281250238E0,-2.700000048E0,-5.317500305E1,5.334451755E1
3.611387552E1,-3.468750238E0,-2.568750143E0,-5.317500305E1,5.334989836E1
3.612387552E1,-3.693750143E0,-2.475000143E0,-5.291250229E1,5.309898600E1
3.613387552E1,-3.768750191E0,-2.362500191E0,-5.287500381E1,5.306176508E1
3.614387552E1,-4.200000286E0,-2.643750191E0,-5.289375305E1,5.312606262E1
3.615387552E1,-3.731250048E0,-2.381250143E0,-5.295000076E1,5.313468886E1
3.616387552E1,-3.918750048E0,-2.231250048E0,-5.336250305E1,5.355270125E1
3.617387552E1,-3.975000143E0,-2.343750000E0,-5.334375381E1,5.354297210E1
3.618387552E1,-3.975000143E0,-2.437500000E0,-5.356875229E1,5.377130512E1
3.619387552E1,-4.443750381E0,-2.550000191E0,-5.351250076E1,5.375720562E1
3.620387552E1,-4.275000095E0,-2.100000143E0,-5.355000305E1,5.376140301E1
3.621387552E1,-4.518750191E0,-2.306250095E0,-5.358750153E1,5.382711410E1
3.622387552E1,-4.500000000E0,-2.250000000E0,-5.362500381E1,5.386050069E1
3.623387552E1,-4.406250000E0,-2.250000000E0,-5.358750153E1,5.381540540E1
3.624387552E1,-4.725000381E0,-2.493750095E0,-5.336250305E1,5.362929377E1
3.625387552E1,-4.687500000E0,-2.306250095E0,-5.340000153E1,5.365493089E1
3.626387552E1,-4.593750000E0,-2.193750143E0,-5.341875076E1,5.366076790E1
3.627387552E1,-4.612500191E0,-2.193750143E0,-5.315625381E1,5.340107693E1
3.628387552E1,-4.612500191E0,-2.625000000E0,-5.302500153E1,5.328992935E1
3.629387552E1,-4.687500000E0,-2.662500143E0,-5.296875381E1,5.324237451E1
3.630387552E1,-4.743750095E0,-2.475000143E0,-5.278125381E1,5.305176288E1
3.631387552E1,-4.893750191E0,-2.456250191E0,-5.304375076E1,5.332561721E1
3.632387552E1,-4.743750095E0,-2.381250143E0,-5.278125381E1,5.304747187E1
3.633387552E1,-5.081250191E0,-2.362500191E0,-5.268750381E1,5.298465409E1
3.634387552E1,-5.437500000E0,-2.606250048E0,-5.265000153E1,5.299416578E1
3.635387552E1,-4.875000000E0,-2.700000048E0,-5.285625076E1,5.314921326E1
3.636387552E1,-5.081250191E0,-2.718750000E0,-5.330625153E1,5.361685516E1
3.637387552E1,-4.968750000E0,-2.868750095E0,-5.315625381E1,5.346499344E1
3.638387552E1,-4.781250000E0,-3.018750191E0,-5.345625305E1,5.375448069E1
3.639387552E1,-5.043750286E0,-3.075000048E0,-5.345625305E1,5.378165145E1
3.640387552E1,-5.043750286E0,-3.018750191E0,-5.358750153E1,5.390892866E1
3.641387552E1,-4.950000286E0,-2.981250048E0,-5.390625381E1,5.421507682E1
3.642387552E1,-4.837500095E0,-2.793750048E0,-5.385000229E1,5.413898035E1
3.643387552E1,-4.912500381E0,-2.587500095E0,-5.373750305E1,5.402357866E1
3.644387552E1,-4.987500191E0,-2.643750191E0,-5.306250381E1,5.336191417E1
3.645387552E1,-4.968750000E0,-2.437500000E0,-5.323125076E1,5.351818327E1
3.646387552E1,-5.081250191E0,-2.381250143E0,-5.295000076E1,5.324652136E1
3.647387552E1,-4.856250286E0,-2.437500000E0,-5.281875229E1,5.309750622E1
3.648387552E1,-4.800000191E0,-2.400000095E0,-5.280000305E1,5.307202959E1
3.649387552E1,-4.893750191E0,-2.456250191E0,-5.257500076E1,5.285936683E1
3.650387552E1,-4.968750000E0,-2.475000143E0,-5.270625305E1,5.299776611E1
3.651387552E1,-4.931250095E0,-2.418750048E0,-5.283750153E1,5.312220954E1
3.652387552E1,-4.575000286E0,-2.118750095E0,-5.315625381E1,5.339482231E1
3.653387552E1,-4.725000381E0,-2.100000143E0,-5.313750076E1,5.338847831E1
3.654387552E1,-4.781250000E0,-2.025000095E0,-5.317500305E1,5.342791336E1
3.655387552E1,-4.575000286E0,-1.931250095E0,-5.328750229E1,5.351839174E1
3.656387552E1,-4.650000095E0,-1.893750072E0,-5.347500229E1,5.371019140E1
3.657387552E1,-4.218750000E0,-1.762500048E0,-5.356875229E1,5.376351439E1
3.658387552E1,-4.143750191E0,-1.893750072E0,-5.341875076E1,5.361268402E1
3.659387552E1,-3.881250143E0,-1.875000119E0,-5.338125229E1,5.355499812E1
3.660387552E1,-4.068750381E0,-1.968750119E0,-5.334375381E1,5.353491177E1
3.661387552E1,-3.956250191E0,-1.987500072E0,-5.349375153E1,5.367665717E1
3.662387552E1,-4.031250000E0,-2.062500000E0,-5.370000076E1,5.389058327E1
3.663387552E1,-4.631250381E0,-2.343750000E0,-5.347500229E1,5.372632050E1
3.664387552E1,-4.331250191E0,-2.287500143E0,-5.340000153E1,5.362417876E1
3.665387552E1,-4.800000191E0,-2.531250000E0,-5.362500381E1,5.389887070E1
3.666387552E1,-5.118750095E0,-2.456250191E0,-5.386875153E1,5.416712249E1
3.667387552E1,-5.512500286E0,-2.550000191E0,-5.388750076E1,5.422870918E1
3.668387552E1,-5.531250000E0,-2.531250000E0,-5.381250381E1,5.415521692E1
3.669387552E1,-5.381250381E0,-2.531250000E0,-5.379375076E1,5.412146250E1
3.670387552E1,-5.325000286E0,-2.606250048E0,-5.353125381E1,5.385854902E1
3.671387552E1,-4.931250095E0,-2.250000000E0,-5.366250229E1,5.393555302E1
3.672387552E1,-5.231250286E0,-2.306250095E0,-5.400000381E1,5.430179722E1
3.673387552E1,-4.668750286E0,-2.381250143E0,-5.360625076E1,5.386183902E1
3.674387552E1,-4.218750000E0,-2.381250143E0,-5.325000381E1,5.346990845E1
3.675387552E1,-4.368750095E0,-2.418750048E0,-5.338125229E1,5.361431176E1
3.676387552E1,-4.143750191E0,-2.193750143E0,-5.332500076E1,5.353072867E1
3.677387552E1,-4.218750000E0,-2.493750095E0,-5.340000153E1,5.362440493E1
3.678387552E1,-4.293750286E0,-2.250000000E0,-5.349375153E1,5.371294298E1
3.679387552E1,-4.200000286E0,-2.400000095E0,-5.362500381E1,5.384274359E1
3.680387552E1,-4.162500381E0,-2.512500048E0,-5.319375229E1,5.341548791E1
3.681387552E1,-4.425000191E0,-2.381250143E0,-5.336250305E1,5.359857937E1
3.682387552E1,-4.856250286E0,-2.343750000E0,-5.375625229E1,5.402602143E1
3.683387552E1,-4.893750191E0,-2.250000000E0,-5.338125229E1,5.365230085E1
3.684387552E1,-5.006250381E0,-2.343750000E0,-5.381250381E1,5.409566779E1
3.685387552E1,-5.137500286E0,-2.118750095E0,-5.371875381E1,5.400543975E1
3.686387552E1,-4.987500191E0,-2.231250048E0,-5.366250229E1,5.393994611E1
3.687387552E1,-5.043750286E0,-2.156250000E0,-5.366250229E1,5.394212624E1
3.688387552E1,-5.043750286E0,-2.156250000E0,-5.366250229E1,5.394212624E1
3.689387552E1,-4.968750000E0,-2.081250191E0,-5.356875229E1,5.383893852E1
3.690387552E1,-4.800000191E0,-2.306250095E0,-5.306250381E1,5.332905496E1
3.691387552E1,-4.462500095E0,-2.550000191E0,-5.340000153E1,5.364677596E1
3.692387552E1,-4.406250000E0,-2.568750143E0,-5.338125229E1,5.362435652E1
3.693387552E1,-4.425000191E0,-2.812500000E0,-5.300625229E1,5.326493748E1
3.694387552E1,-4.593750000E0,-2.700000048E0,-5.310000229E1,5.336668233E1
3.695387552E1,-4.668750286E0,-2.737500191E0,-5.295000076E1,5.322587451E1
3.696387552E1,-4.387500286E0,-2.512500048E0,-5.328750229E1,5.352682239E1
3.697387552E1,-5.025000095E0,-2.643750191E0,-5.347500229E1,5.377560702E1
3.698387552E1,-5.006250381E0,-2.512500048E0,-5.386875153E1,5.415918750E1
3.699387552E1,-5.137500286E0,-2.381250143E0,-5.383125305E1,5.412825571E1
3.700387552E1,-5.381250381E0,-2.550000191E0,-5.332500076E1,5.365646339E1
3.701387552E1,-4.856250286E0,-2.287500143E0,-5.343750381E1,5.370644875E1
3.702387552E1,-4.818750381E0,-2.475000143E0,-5.343750381E1,5.371138422E1
3.703387552E1,-4.781250000E0,-2.587500095E0,-5.328750229E1,5.356410560E1
3.704387552E1,-4.893750191E0,-2.625000000E0,-5.313750076E1,5.342689775E1
3.705387552E1,-4.368750095E0,-2.512500048E0,-5.274375153E1,5.298397832E1
3.706387552E1,-4.012500286E0,-2.400000095E0,-5.274375153E1,5.295057586E1
3.707387552E1,-4.181250095E0,-2.606250048E0,-5.263125229E1,5.286136689E1
3.708387552E1,-3.993750095E0,-2.456250191E0,-5.298750305E1,5.319453623E1
3.709387552E1,-4.293750286E0,-2.250000000E0,-5.308125305E1,5.330214083E1
3.710387552E1,-4.050000191E0,-2.006250143E0,-5.287500381E1,5.306782047E1
3.711387552E1,-3.918750048E0,-1.781250119E0,-5.287500381E1,5.304993386E1
3.712387552E1,-4.031250000E0,-1.837500095E0,-5.285625076E1,5.304159338E1
3.713387552E1,-3.787500143E0,-1.668750048E0,-5.311875153E1,5.327974895E1
3.714387552E1,-3.825000048E0,-1.575000048E0,-5.311875153E1,5.327957408E1
3.715387552E1,-3.768750191E0,-1.312500000E0,-5.332500076E1,5.347412309E1
3.716387552E1,-3.843750238E0,-1.331250072E0,-5.325000381E1,5.340514534E1
3.717387552E1,-3.806250095E0,-1.481250048E0,-5.336250305E1,5.351857970E1
3.718387552E1,-3.675000191E0,-1.631250024E0,-5.351250076E1,5.366334262E1
3.719387552E1,-4.087500095E0,-2.118750095E0,-5.368125153E1,5.387832147E1
3.720387552E1,-4.162500381E0,-2.400000095E0,-5.319375229E1,5.341031448E1
3.721387552E1,-4.068750381E0,-2.512500048E0,-5.315625381E1,5.337091629E1
3.722387552E1,-4.293750286E0,-2.812500000E0,-5.311875153E1,5.336617104E1
3.723387552E1,-4.068750381E0,-2.643750191E0,-5.274375153E1,5.296647496E1
3.724387552E1,-3.843750238E0,-2.700000048E0,-5.281875229E1,5.302721009E1
3.725387552E1,-3.937500238E0,-2.700000048E0,-5.255625153E1,5.277265848E1
3.726387552E1,-4.125000000E0,-2.475000143E0,-5.270625305E1,5.292532817E1
3.727387552E1,-3.918750048E0,-2.362500191E0,-5.280000305E1,5.299790875E1
3.728387552E1,-3.656250238E0,-2.156250000E0,-5.304375076E1,5.321331671E1
3.729387552E1,-3.862500191E0,-2.193750143E0,-5.289375305E1,5.307994498E1
3.730387552E1,-3.637500048E0,-1.781250119E0,-5.278125381E1,5.293642425E1
3.731387552E1,-3.693750143E0,-2.025000095E0,-5.293125153E1,5.309860454E1
3.732387552E1,-3.900000095E0,-2.025000095E0,-5.259375381E1,5.277701741E1
3.733387552E1,-3.543750048E0,-2.062500000E0,-5.272500229E1,5.288419364E1
3.734387552E1,-3.431250095E0,-2.400000095E0,-5.257500076E1,5.274148446E1
3.735387552E1,-3.300000191E0,-2.006250143E0,-5.253750229E1,5.267925766E1
3.736387552E1,-3.243750095E0,-1.743750095E0,-5.266875076E1,5.279734734E1
3.737387552E1,-3.337500095E0,-1.781250119E0,-5.276250076E1,5.289795124E1
3.738387552E1,-3.543750048E0,-1.950000048E0,-5.293125153E1,5.308557292E1
3.739387552E1,-3.675000191E0,-2.118750095E0,-5.308125305E1,5.325048501E1
3.740387552E1,-3.618750095E0,-2.062500000E0,-5.330625153E1,5.346873582E1
3.741387552E1,-3.843750238E0,-1.968750119E0,-5.343750381E1,5.361172639E1
3.742387552E1,-4.050000191E0,-2.250000000E0,-5.308125305E1,5.328305948E1
3.743387552E1,-4.143750191E0,-2.362500191E0,-5.304375076E1,5.325778411E1
3.744387552E1,-4.612500191E0,-2.662500143E0,-5.323125076E1,5.349701041E1
3.745387552E1,-4.687500000E0,-2.850000143E0,-5.306250381E1,5.334533221E1
3.746387552E1,-5.343750000E0,-3.150000095E0,-5.276250076E1,5.312588495E1
3.747387552E1,-6.150000095E0,-3.150000095E0,-5.283750153E1,5.328739597E1
3.748387552E1,-6.300000191E0,-3.243750095E0,-5.302500153E1,5.349638029E1
3.749387552E1,-6.525000095E0,-3.243750095E0,-5.313750076E1,5.363479774E1
3.750387552E1,-6.225000381E0,-2.906250000E0,-5.340000153E1,5.384010663E1
3.751387552E1,-6.112500191E0,-2.831250191E0,-5.328750229E1,5.371160523E1
3.752387552E1,-5.887500286E0,-3.000000000E0,-5.306250381E1,5.347234772E1
3.753387552E1,-5.793750286E0,-2.775000095E0,-5.325000381E1,5.363609861E1
3.754387552E1,-5.212500095E0,-2.625000000E0,-5.353125381E1,5.384845325E1
3.755387552E1,-4.218750000E0,-2.512500048E0,-5.330625153E1,5.353192468E1
3.756387552E1,-4.125000000E0,-2.268750191E0,-5.317500305E1,5.338299169E1
3.757387552E1,-4.181250095E0,-2.381250143E0,-5.293125153E1,5.314951169E1
